x,y
4447.445150923465,0.9738573579230881
4253.221487843953,0.4282610325317281
9704.552780178868,0.5114401092944812
6807.898207748154,1.04865098796697
8881.68245628683,0.577034284476181
2475.6653783535444,-0.40758156880459334
1342.826450162753,0.46624577826247404
5086.905102535935,0.08417312707995372
4704.439192579886,1.5613791059311226
7015.184926946773,0.9653416262122363
6976.278789975644,0.018938558795209073
8285.759963809132,0.20099904706090316
3459.396992602021,-1.0395830085003899
6416.125349951586,-2.395074610670512
1840.667737247369,-0.23482043130519994
999.8588236261186,1.219991752850766
2879.111280871075,1.205754475447692
5895.295742957717,0.8024624120709234
3123.144631520418,1.2087026626277115
9254.829045306426,-0.8051026514715517
9996.89191220134,2.421396191539483
9333.317789858644,1.5830854367119507
8562.056556146033,0.5635401353139128
6183.332223623726,-0.7956443158300567
9028.738272239498,-1.2916358102689907
9407.49192531793,0.19623266294773759
8346.17922016187,-1.0550516116898139
2442.351848632209,-0.37649987508049026
2195.1602468512233,0.08037845215273821
133.67422428953836,0.3630057467685982
524.1602409615309,-1.3302061435079513
9691.940059354823,0.7099631415291999
2399.585616845827,-0.5644659252706132
9546.093466494249,0.25621081265372353
4079.7475954557704,0.373486489396095
1398.4264424767634,0.47517693893430774
4457.368200733071,-1.2329377603227625
3659.551977807426,1.061037267438094
3288.2778121419865,1.7426038911153197
203.75639309406668,1.437922313411992
4894.351511655396,0.3055211683961324
2397.2104934997064,0.9238872520673959
4692.291737061604,0.7682140430137366
4218.252096807309,0.11068135944352876
9806.919483999318,0.09394207878573699
9331.123653169741,2.1998375130459498
1814.1235677389334,-0.07196583208524533
4666.709560695401,-1.0470349821999527
2050.6736009982874,0.7394231466285843
7312.549988434279,-0.8873199240577705
6857.715956307018,-0.19312702426653275
7113.015140969811,-0.8118142396336241
7032.562866664121,-1.4472327073649283
3694.1469785213253,0.3547934320098319
2218.799550188132,-0.8557435747474108
9504.219843472498,-0.19847300972944848
4276.453005994779,-0.4308005165615048
6999.770945942896,0.8528542522868623
4117.011057701655,0.20263848914341562
